time [s],Lr [g cm^-3],Lc [g cm^-3],Nc [cm^-3],Nr [cm^-3]
      465.,        0.0000000124,        0.0000009876,    44.524,     0.027
      466.,        0.0000000125,        0.0000009875,    44.510,     0.027
      467.,        0.0000000126,        0.0000009874,    44.497,     0.027
      468.,        0.0000000127,        0.0000009873,    44.483,     0.027
      469.,        0.0000000128,        0.0000009872,    44.469,     0.028
      470.,        0.0000000129,        0.0000009871,    44.455,     0.028
      471.,        0.0000000130,        0.0000009870,    44.441,     0.028
      472.,        0.0000000132,        0.0000009868,    44.427,     0.028
      473.,        0.0000000133,        0.0000009867,    44.413,     0.028
      474.,        0.0000000134,        0.0000009866,    44.399,     0.029
      475.,        0.0000000135,        0.0000009865,    44.385,     0.029
      476.,        0.0000000136,        0.0000009864,    44.371,     0.029
      477.,        0.0000000137,        0.0000009863,    44.357,     0.029
      478.,        0.0000000138,        0.0000009862,    44.343,     0.029
      479.,        0.0000000140,        0.0000009860,    44.329,     0.029
      480.,        0.0000000141,        0.0000009859,    44.315,     0.030
      481.,        0.0000000142,        0.0000009858,    44.301,     0.030
      482.,        0.0000000143,        0.0000009857,    44.286,     0.030
      483.,        0.0000000144,        0.0000009856,    44.272,     0.030
      484.,        0.0000000146,        0.0000009854,    44.258,     0.030
      485.,        0.0000000147,        0.0000009853,    44.244,     0.030
      486.,        0.0000000148,        0.0000009852,    44.229,     0.031
      487.,        0.0000000149,        0.0000009851,    44.215,     0.031
      488.,        0.0000000150,        0.0000009850,    44.201,     0.031
      489.,        0.0000000152,        0.0000009848,    44.186,     0.031
      490.,        0.0000000153,        0.0000009847,    44.172,     0.031
      491.,        0.0000000154,        0.0000009846,    44.157,     0.032
      492.,        0.0000000156,        0.0000009844,    44.143,     0.032
      493.,        0.0000000157,        0.0000009843,    44.128,     0.032
      494.,        0.0000000158,        0.0000009842,    44.114,     0.032
      495.,        0.0000000159,        0.0000009841,    44.099,     0.032
      496.,        0.0000000161,        0.0000009839,    44.085,     0.033
      497.,        0.0000000162,        0.0000009838,    44.070,     0.033
      498.,        0.0000000163,        0.0000009837,    44.056,     0.033
      499.,        0.0000000165,        0.0000009835,    44.041,     0.033
      500.,        0.0000000166,        0.0000009834,    44.026,     0.033
      501.,        0.0000000168,        0.0000009832,    44.011,     0.034
      502.,        0.0000000169,        0.0000009831,    43.997,     0.034
      503.,        0.0000000170,        0.0000009830,    43.982,     0.034
      504.,        0.0000000172,        0.0000009828,    43.967,     0.034
      505.,        0.0000000173,        0.0000009827,    43.952,     0.034
      506.,        0.0000000175,        0.0000009825,    43.937,     0.035
      507.,        0.0000000176,        0.0000009824,    43.922,     0.035
      508.,        0.0000000178,        0.0000009822,    43.907,     0.035
      509.,        0.0000000179,        0.0000009821,    43.892,     0.035
      510.,        0.0000000180,        0.0000009820,    43.877,     0.035
      511.,        0.0000000182,        0.0000009818,    43.862,     0.036
      512.,        0.0000000183,        0.0000009817,    43.847,     0.036
      513.,        0.0000000185,        0.0000009815,    43.832,     0.036
      514.,        0.0000000186,        0.0000009814,    43.817,     0.036
      515.,        0.0000000188,        0.0000009812,    43.802,     0.036
      516.,        0.0000000190,        0.0000009810,    43.787,     0.037
      517.,        0.0000000191,        0.0000009809,    43.771,     0.037
      518.,        0.0000000193,        0.0000009807,    43.756,     0.037
      519.,        0.0000000194,        0.0000009806,    43.741,     0.037
      520.,        0.0000000196,        0.0000009804,    43.725,     0.037
      521.,        0.0000000197,        0.0000009803,    43.710,     0.038
      522.,        0.0000000199,        0.0000009801,    43.695,     0.038
      523.,        0.0000000201,        0.0000009799,    43.679,     0.038
      524.,        0.0000000202,        0.0000009798,    43.664,     0.038
      525.,        0.0000000204,        0.0000009796,    43.648,     0.038
      526.,        0.0000000206,        0.0000009794,    43.633,     0.039
      527.,        0.0000000207,        0.0000009793,    43.617,     0.039
      528.,        0.0000000209,        0.0000009791,    43.601,     0.039
      529.,        0.0000000211,        0.0000009789,    43.586,     0.039
      530.,        0.0000000212,        0.0000009788,    43.570,     0.040
      531.,        0.0000000214,        0.0000009786,    43.554,     0.040
      532.,        0.0000000216,        0.0000009784,    43.538,     0.040
      533.,        0.0000000217,        0.0000009783,    43.523,     0.040
      534.,        0.0000000219,        0.0000009781,    43.507,     0.040
      535.,        0.0000000221,        0.0000009779,    43.491,     0.041
      536.,        0.0000000223,        0.0000009777,    43.475,     0.041
      537.,        0.0000000224,        0.0000009776,    43.459,     0.041
      538.,        0.0000000226,        0.0000009774,    43.443,     0.041
      539.,        0.0000000228,        0.0000009772,    43.427,     0.042
      540.,        0.0000000230,        0.0000009770,    43.411,     0.042
      541.,        0.0000000232,        0.0000009768,    43.395,     0.042
      542.,        0.0000000234,        0.0000009766,    43.378,     0.042
      543.,        0.0000000235,        0.0000009765,    43.362,     0.043
      544.,        0.0000000237,        0.0000009763,    43.346,     0.043
      545.,        0.0000000239,        0.0000009761,    43.330,     0.043
      546.,        0.0000000241,        0.0000009759,    43.313,     0.043
      547.,        0.0000000243,        0.0000009757,    43.297,     0.044
      548.,        0.0000000245,        0.0000009755,    43.281,     0.044
      549.,        0.0000000247,        0.0000009753,    43.264,     0.044
      550.,        0.0000000249,        0.0000009751,    43.248,     0.044
      551.,        0.0000000251,        0.0000009749,    43.231,     0.044
      552.,        0.0000000253,        0.0000009747,    43.214,     0.045
      553.,        0.0000000255,        0.0000009745,    43.198,     0.045
      554.,        0.0000000257,        0.0000009743,    43.181,     0.045
      555.,        0.0000000259,        0.0000009741,    43.164,     0.045
      556.,        0.0000000261,        0.0000009739,    43.148,     0.046
      557.,        0.0000000263,        0.0000009737,    43.131,     0.046
      558.,        0.0000000265,        0.0000009735,    43.114,     0.046
      559.,        0.0000000267,        0.0000009733,    43.097,     0.046
      560.,        0.0000000269,        0.0000009731,    43.080,     0.047
      561.,        0.0000000271,        0.0000009729,    43.063,     0.047
      562.,        0.0000000273,        0.0000009727,    43.046,     0.047
      563.,        0.0000000276,        0.0000009724,    43.029,     0.047
      564.,        0.0000000278,        0.0000009722,    43.012,     0.048
      565.,        0.0000000280,        0.0000009720,    42.995,     0.048
      566.,        0.0000000282,        0.0000009718,    42.978,     0.048
      567.,        0.0000000284,        0.0000009716,    42.960,     0.049
      568.,        0.0000000286,        0.0000009714,    42.943,     0.049
      569.,        0.0000000289,        0.0000009711,    42.926,     0.049
      570.,        0.0000000291,        0.0000009709,    42.908,     0.049
      571.,        0.0000000293,        0.0000009707,    42.891,     0.050
      572.,        0.0000000295,        0.0000009705,    42.873,     0.050
      573.,        0.0000000298,        0.0000009702,    42.856,     0.050
      574.,        0.0000000300,        0.0000009700,    42.838,     0.050
      575.,        0.0000000302,        0.0000009698,    42.821,     0.051
      576.,        0.0000000305,        0.0000009695,    42.803,     0.051
      577.,        0.0000000307,        0.0000009693,    42.785,     0.051
      578.,        0.0000000309,        0.0000009691,    42.767,     0.051
      579.,        0.0000000312,        0.0000009688,    42.749,     0.052
      580.,        0.0000000314,        0.0000009686,    42.732,     0.052
      581.,        0.0000000317,        0.0000009683,    42.714,     0.052
      582.,        0.0000000319,        0.0000009681,    42.696,     0.053
      583.,        0.0000000321,        0.0000009679,    42.678,     0.053
      584.,        0.0000000324,        0.0000009676,    42.659,     0.053
      585.,        0.0000000326,        0.0000009674,    42.641,     0.053
      586.,        0.0000000329,        0.0000009671,    42.623,     0.054
      587.,        0.0000000331,        0.0000009669,    42.605,     0.054
      588.,        0.0000000334,        0.0000009666,    42.587,     0.054
      589.,        0.0000000336,        0.0000009664,    42.568,     0.054
      590.,        0.0000000339,        0.0000009661,    42.550,     0.055
      591.,        0.0000000342,        0.0000009658,    42.531,     0.055
      592.,        0.0000000344,        0.0000009656,    42.513,     0.055
      593.,        0.0000000347,        0.0000009653,    42.494,     0.056
      594.,        0.0000000349,        0.0000009651,    42.476,     0.056
      595.,        0.0000000352,        0.0000009648,    42.457,     0.056
      596.,        0.0000000355,        0.0000009645,    42.438,     0.056
      597.,        0.0000000357,        0.0000009643,    42.419,     0.057
      598.,        0.0000000360,        0.0000009640,    42.400,     0.057
      599.,        0.0000000363,        0.0000009637,    42.382,     0.057
      600.,        0.0000000366,        0.0000009634,    42.363,     0.058
      601.,        0.0000000368,        0.0000009632,    42.344,     0.058
      602.,        0.0000000371,        0.0000009629,    42.324,     0.058
      603.,        0.0000000374,        0.0000009626,    42.305,     0.058
      604.,        0.0000000377,        0.0000009623,    42.286,     0.059
      605.,        0.0000000379,        0.0000009621,    42.267,     0.059
      606.,        0.0000000382,        0.0000009618,    42.248,     0.059
      607.,        0.0000000385,        0.0000009615,    42.228,     0.060
      608.,        0.0000000388,        0.0000009612,    42.209,     0.060
      609.,        0.0000000391,        0.0000009609,    42.189,     0.060
      610.,        0.0000000394,        0.0000009606,    42.170,     0.061
      611.,        0.0000000397,        0.0000009603,    42.150,     0.061
      612.,        0.0000000400,        0.0000009600,    42.130,     0.061
      613.,        0.0000000403,        0.0000009597,    42.111,     0.061
      614.,        0.0000000406,        0.0000009594,    42.091,     0.062
      615.,        0.0000000409,        0.0000009591,    42.071,     0.062
      616.,        0.0000000412,        0.0000009588,    42.051,     0.062
      617.,        0.0000000415,        0.0000009585,    42.031,     0.063
      618.,        0.0000000418,        0.0000009582,    42.011,     0.063
      619.,        0.0000000421,        0.0000009579,    41.991,     0.063
      620.,        0.0000000424,        0.0000009576,    41.971,     0.064
      621.,        0.0000000427,        0.0000009573,    41.950,     0.064
      622.,        0.0000000430,        0.0000009570,    41.930,     0.064
      623.,        0.0000000433,        0.0000009567,    41.910,     0.064
      624.,        0.0000000436,        0.0000009564,    41.889,     0.065
      625.,        0.0000000440,        0.0000009560,    41.869,     0.065
      626.,        0.0000000443,        0.0000009557,    41.848,     0.065
      627.,        0.0000000446,        0.0000009554,    41.828,     0.066
      628.,        0.0000000449,        0.0000009551,    41.807,     0.066
      629.,        0.0000000453,        0.0000009547,    41.786,     0.066
      630.,        0.0000000456,        0.0000009544,    41.765,     0.067
      631.,        0.0000000459,        0.0000009541,    41.744,     0.067
      632.,        0.0000000463,        0.0000009537,    41.724,     0.067
      633.,        0.0000000466,        0.0000009534,    41.702,     0.068
      634.,        0.0000000469,        0.0000009531,    41.681,     0.068
      635.,        0.0000000473,        0.0000009527,    41.660,     0.068
      636.,        0.0000000476,        0.0000009524,    41.639,     0.069
      637.,        0.0000000480,        0.0000009520,    41.618,     0.069
      638.,        0.0000000483,        0.0000009517,    41.596,     0.069
      639.,        0.0000000487,        0.0000009513,    41.575,     0.070
      640.,        0.0000000490,        0.0000009510,    41.553,     0.070
      641.,        0.0000000494,        0.0000009506,    41.532,     0.070
      642.,        0.0000000497,        0.0000009503,    41.510,     0.071
      643.,        0.0000000501,        0.0000009499,    41.488,     0.071
      644.,        0.0000000504,        0.0000009496,    41.467,     0.071
      645.,        0.0000000508,        0.0000009492,    41.445,     0.072
      646.,        0.0000000511,        0.0000009489,    41.423,     0.072
      647.,        0.0000000515,        0.0000009485,    41.401,     0.072
      648.,        0.0000000519,        0.0000009481,    41.379,     0.072
      649.,        0.0000000522,        0.0000009478,    41.356,     0.073
      650.,        0.0000000526,        0.0000009474,    41.334,     0.073
      651.,        0.0000000530,        0.0000009470,    41.312,     0.073
      652.,        0.0000000534,        0.0000009466,    41.289,     0.074
      653.,        0.0000000537,        0.0000009463,    41.267,     0.074
      654.,        0.0000000541,        0.0000009459,    41.244,     0.074
      655.,        0.0000000545,        0.0000009455,    41.222,     0.075
      656.,        0.0000000549,        0.0000009451,    41.199,     0.075
      657.,        0.0000000553,        0.0000009447,    41.176,     0.075
      658.,        0.0000000557,        0.0000009443,    41.154,     0.076
      659.,        0.0000000561,        0.0000009439,    41.131,     0.076
      660.,        0.0000000564,        0.0000009436,    41.108,     0.077
      661.,        0.0000000568,        0.0000009432,    41.085,     0.077
      662.,        0.0000000572,        0.0000009428,    41.061,     0.077
      663.,        0.0000000576,        0.0000009424,    41.038,     0.078
      664.,        0.0000000580,        0.0000009420,    41.015,     0.078
      665.,        0.0000000585,        0.0000009415,    40.991,     0.078
      666.,        0.0000000589,        0.0000009411,    40.968,     0.079
      667.,        0.0000000593,        0.0000009407,    40.944,     0.079
      668.,        0.0000000597,        0.0000009403,    40.921,     0.079
      669.,        0.0000000601,        0.0000009399,    40.897,     0.080
      670.,        0.0000000605,        0.0000009395,    40.873,     0.080
      671.,        0.0000000609,        0.0000009391,    40.849,     0.080
      672.,        0.0000000614,        0.0000009386,    40.825,     0.081
      673.,        0.0000000618,        0.0000009382,    40.801,     0.081
      674.,        0.0000000622,        0.0000009378,    40.777,     0.081
      675.,        0.0000000626,        0.0000009374,    40.753,     0.082
      676.,        0.0000000631,        0.0000009369,    40.729,     0.082
      677.,        0.0000000635,        0.0000009365,    40.704,     0.082
      678.,        0.0000000639,        0.0000009361,    40.680,     0.083
      679.,        0.0000000644,        0.0000009356,    40.655,     0.083
      680.,        0.0000000648,        0.0000009352,    40.631,     0.083
      681.,        0.0000000653,        0.0000009347,    40.606,     0.084
      682.,        0.0000000657,        0.0000009343,    40.581,     0.084
      683.,        0.0000000662,        0.0000009338,    40.556,     0.084
      684.,        0.0000000666,        0.0000009334,    40.531,     0.085
      685.,        0.0000000671,        0.0000009329,    40.506,     0.085
      686.,        0.0000000675,        0.0000009325,    40.481,     0.086
      687.,        0.0000000680,        0.0000009320,    40.456,     0.086
      688.,        0.0000000684,        0.0000009316,    40.431,     0.086
      689.,        0.0000000689,        0.0000009311,    40.405,     0.087
      690.,        0.0000000694,        0.0000009306,    40.380,     0.087
      691.,        0.0000000698,        0.0000009302,    40.354,     0.087
      692.,        0.0000000703,        0.0000009297,    40.328,     0.088
      693.,        0.0000000708,        0.0000009292,    40.303,     0.088
      694.,        0.0000000712,        0.0000009288,    40.277,     0.088
      695.,        0.0000000717,        0.0000009283,    40.251,     0.089
      696.,        0.0000000722,        0.0000009278,    40.225,     0.089
      697.,        0.0000000727,        0.0000009273,    40.199,     0.089
      698.,        0.0000000732,        0.0000009268,    40.172,     0.090
      699.,        0.0000000737,        0.0000009263,    40.146,     0.090
      700.,        0.0000000742,        0.0000009258,    40.120,     0.091
      701.,        0.0000000747,        0.0000009253,    40.093,     0.091
      702.,        0.0000000752,        0.0000009248,    40.067,     0.091
      703.,        0.0000000757,        0.0000009243,    40.040,     0.092
      704.,        0.0000000762,        0.0000009238,    40.013,     0.092
      705.,        0.0000000767,        0.0000009233,    39.986,     0.092
      706.,        0.0000000772,        0.0000009228,    39.959,     0.093
      707.,        0.0000000777,        0.0000009223,    39.932,     0.093
      708.,        0.0000000782,        0.0000009218,    39.905,     0.093
      709.,        0.0000000787,        0.0000009213,    39.878,     0.094
      710.,        0.0000000792,        0.0000009208,    39.850,     0.094
      711.,        0.0000000797,        0.0000009203,    39.823,     0.095
      712.,        0.0000000803,        0.0000009197,    39.795,     0.095
      713.,        0.0000000808,        0.0000009192,    39.768,     0.095
      714.,        0.0000000813,        0.0000009187,    39.740,     0.096
      715.,        0.0000000819,        0.0000009181,    39.712,     0.096
      716.,        0.0000000824,        0.0000009176,    39.684,     0.096
      717.,        0.0000000829,        0.0000009171,    39.656,     0.097
      718.,        0.0000000835,        0.0000009165,    39.628,     0.097
      719.,        0.0000000840,        0.0000009160,    39.600,     0.097
      720.,        0.0000000846,        0.0000009154,    39.571,     0.098
      721.,        0.0000000851,        0.0000009149,    39.543,     0.098
      722.,        0.0000000857,        0.0000009143,    39.514,     0.099
      723.,        0.0000000862,        0.0000009138,    39.486,     0.099
      724.,        0.0000000868,        0.0000009132,    39.457,     0.099
      725.,        0.0000000873,        0.0000009127,    39.428,     0.100
      726.,        0.0000000879,        0.0000009121,    39.399,     0.100
      727.,        0.0000000885,        0.0000009115,    39.370,     0.100
      728.,        0.0000000890,        0.0000009110,    39.341,     0.101
      729.,        0.0000000896,        0.0000009104,    39.312,     0.101
      730.,        0.0000000902,        0.0000009098,    39.282,     0.101
      731.,        0.0000000908,        0.0000009092,    39.253,     0.102
      732.,        0.0000000913,        0.0000009087,    39.223,     0.102
      733.,        0.0000000919,        0.0000009081,    39.194,     0.103
      734.,        0.0000000925,        0.0000009075,    39.164,     0.103
      735.,        0.0000000931,        0.0000009069,    39.134,     0.103
      736.,        0.0000000937,        0.0000009063,    39.104,     0.104
      737.,        0.0000000943,        0.0000009057,    39.074,     0.104
      738.,        0.0000000949,        0.0000009051,    39.044,     0.104
      739.,        0.0000000955,        0.0000009045,    39.013,     0.105
      740.,        0.0000000961,        0.0000009039,    38.983,     0.105
      741.,        0.0000000967,        0.0000009033,    38.952,     0.105
      742.,        0.0000000973,        0.0000009027,    38.922,     0.106
      743.,        0.0000000979,        0.0000009021,    38.891,     0.106
      744.,        0.0000000985,        0.0000009015,    38.860,     0.107
      745.,        0.0000000992,        0.0000009008,    38.829,     0.107
      746.,        0.0000000998,        0.0000009002,    38.798,     0.107
      747.,        0.0000001004,        0.0000008996,    38.767,     0.108
      748.,        0.0000001010,        0.0000008990,    38.736,     0.108
      749.,        0.0000001017,        0.0000008983,    38.704,     0.108
      750.,        0.0000001023,        0.0000008977,    38.673,     0.109
      751.,        0.0000001029,        0.0000008971,    38.641,     0.109
      752.,        0.0000001036,        0.0000008964,    38.610,     0.109
      753.,        0.0000001042,        0.0000008958,    38.578,     0.110
      754.,        0.0000001049,        0.0000008951,    38.546,     0.110
      755.,        0.0000001055,        0.0000008945,    38.514,     0.111
      756.,        0.0000001062,        0.0000008938,    38.481,     0.111
      757.,        0.0000001068,        0.0000008932,    38.449,     0.111
      758.,        0.0000001075,        0.0000008925,    38.417,     0.112
      759.,        0.0000001081,        0.0000008919,    38.384,     0.112
      760.,        0.0000001088,        0.0000008912,    38.352,     0.112
      761.,        0.0000001095,        0.0000008905,    38.319,     0.113
      762.,        0.0000001102,        0.0000008898,    38.286,     0.113
      763.,        0.0000001108,        0.0000008892,    38.253,     0.113
      764.,        0.0000001115,        0.0000008885,    38.220,     0.114
      765.,        0.0000001122,        0.0000008878,    38.187,     0.114
      766.,        0.0000001129,        0.0000008871,    38.153,     0.115
      767.,        0.0000001136,        0.0000008864,    38.120,     0.115
      768.,        0.0000001142,        0.0000008858,    38.087,     0.115
      769.,        0.0000001149,        0.0000008851,    38.053,     0.116
      770.,        0.0000001156,        0.0000008844,    38.019,     0.116
      771.,        0.0000001163,        0.0000008837,    37.985,     0.116
      772.,        0.0000001170,        0.0000008830,    37.951,     0.117
      773.,        0.0000001177,        0.0000008823,    37.917,     0.117
      774.,        0.0000001185,        0.0000008815,    37.883,     0.117
      775.,        0.0000001192,        0.0000008808,    37.848,     0.118
      776.,        0.0000001199,        0.0000008801,    37.814,     0.118
      777.,        0.0000001206,        0.0000008794,    37.779,     0.119
      778.,        0.0000001213,        0.0000008787,    37.745,     0.119
      779.,        0.0000001220,        0.0000008780,    37.710,     0.119
      780.,        0.0000001228,        0.0000008772,    37.675,     0.120
      781.,        0.0000001235,        0.0000008765,    37.640,     0.120
      782.,        0.0000001242,        0.0000008758,    37.604,     0.120
      783.,        0.0000001250,        0.0000008750,    37.569,     0.121
      784.,        0.0000001257,        0.0000008743,    37.534,     0.121
      785.,        0.0000001265,        0.0000008735,    37.498,     0.121
      786.,        0.0000001272,        0.0000008728,    37.462,     0.122
      787.,        0.0000001280,        0.0000008720,    37.427,     0.122
      788.,        0.0000001287,        0.0000008713,    37.391,     0.122
      789.,        0.0000001295,        0.0000008705,    37.355,     0.123
      790.,        0.0000001302,        0.0000008698,    37.318,     0.123
      791.,        0.0000001310,        0.0000008690,    37.282,     0.123
      792.,        0.0000001318,        0.0000008682,    37.246,     0.124
      793.,        0.0000001325,        0.0000008675,    37.209,     0.124
      794.,        0.0000001333,        0.0000008667,    37.172,     0.124
      795.,        0.0000001341,        0.0000008659,    37.136,     0.125
      796.,        0.0000001349,        0.0000008651,    37.099,     0.125
      797.,        0.0000001357,        0.0000008643,    37.062,     0.125
      798.,        0.0000001364,        0.0000008636,    37.025,     0.126
      799.,        0.0000001372,        0.0000008628,    36.987,     0.126
      800.,        0.0000001380,        0.0000008620,    36.950,     0.127
      801.,        0.0000001388,        0.0000008612,    36.912,     0.127
      802.,        0.0000001396,        0.0000008604,    36.875,     0.127
      803.,        0.0000001404,        0.0000008596,    36.837,     0.128
      804.,        0.0000001412,        0.0000008588,    36.799,     0.128
      805.,        0.0000001420,        0.0000008580,    36.761,     0.128
      806.,        0.0000001429,        0.0000008571,    36.723,     0.129
      807.,        0.0000001437,        0.0000008563,    36.684,     0.129
      808.,        0.0000001445,        0.0000008555,    36.646,     0.129
      809.,        0.0000001453,        0.0000008547,    36.607,     0.130
      810.,        0.0000001462,        0.0000008538,    36.569,     0.130
      811.,        0.0000001470,        0.0000008530,    36.530,     0.130
      812.,        0.0000001478,        0.0000008522,    36.491,     0.131
      813.,        0.0000001487,        0.0000008513,    36.452,     0.131
      814.,        0.0000001495,        0.0000008505,    36.413,     0.131
      815.,        0.0000001503,        0.0000008497,    36.374,     0.131
      816.,        0.0000001512,        0.0000008488,    36.334,     0.132
      817.,        0.0000001520,        0.0000008480,    36.294,     0.132
      818.,        0.0000001529,        0.0000008471,    36.255,     0.132
      819.,        0.0000001538,        0.0000008462,    36.215,     0.133
      820.,        0.0000001546,        0.0000008454,    36.175,     0.133
      821.,        0.0000001555,        0.0000008445,    36.135,     0.133
      822.,        0.0000001563,        0.0000008437,    36.095,     0.134
      823.,        0.0000001572,        0.0000008428,    36.054,     0.134
      824.,        0.0000001581,        0.0000008419,    36.014,     0.134
      825.,        0.0000001590,        0.0000008410,    35.973,     0.135
      826.,        0.0000001599,        0.0000008401,    35.933,     0.135
      827.,        0.0000001607,        0.0000008393,    35.892,     0.135
      828.,        0.0000001616,        0.0000008384,    35.851,     0.136
      829.,        0.0000001625,        0.0000008375,    35.810,     0.136
      830.,        0.0000001634,        0.0000008366,    35.768,     0.136
      831.,        0.0000001643,        0.0000008357,    35.727,     0.137
      832.,        0.0000001652,        0.0000008348,    35.686,     0.137
      833.,        0.0000001661,        0.0000008339,    35.644,     0.137
      834.,        0.0000001670,        0.0000008330,    35.602,     0.137
      835.,        0.0000001679,        0.0000008321,    35.560,     0.138
      836.,        0.0000001689,        0.0000008311,    35.518,     0.138
      837.,        0.0000001698,        0.0000008302,    35.476,     0.138
      838.,        0.0000001707,        0.0000008293,    35.434,     0.139
      839.,        0.0000001716,        0.0000008284,    35.391,     0.139
      840.,        0.0000001726,        0.0000008274,    35.349,     0.139
      841.,        0.0000001735,        0.0000008265,    35.306,     0.140
      842.,        0.0000001744,        0.0000008256,    35.263,     0.140
      843.,        0.0000001754,        0.0000008246,    35.220,     0.140
      844.,        0.0000001763,        0.0000008237,    35.177,     0.140
      845.,        0.0000001773,        0.0000008227,    35.134,     0.141
      846.,        0.0000001782,        0.0000008218,    35.091,     0.141
      847.,        0.0000001792,        0.0000008208,    35.047,     0.141
      848.,        0.0000001801,        0.0000008199,    35.004,     0.142
      849.,        0.0000001811,        0.0000008189,    34.960,     0.142
      850.,        0.0000001820,        0.0000008180,    34.916,     0.142
      851.,        0.0000001830,        0.0000008170,    34.872,     0.142
      852.,        0.0000001840,        0.0000008160,    34.828,     0.143
      853.,        0.0000001850,        0.0000008150,    34.784,     0.143
      854.,        0.0000001859,        0.0000008141,    34.739,     0.143
      855.,        0.0000001869,        0.0000008131,    34.695,     0.143
      856.,        0.0000001879,        0.0000008121,    34.650,     0.144
      857.,        0.0000001889,        0.0000008111,    34.605,     0.144
      858.,        0.0000001899,        0.0000008101,    34.561,     0.144
      859.,        0.0000001909,        0.0000008091,    34.516,     0.144
      860.,        0.0000001919,        0.0000008081,    34.470,     0.145
      861.,        0.0000001929,        0.0000008071,    34.425,     0.145
      862.,        0.0000001939,        0.0000008061,    34.380,     0.145
      863.,        0.0000001949,        0.0000008051,    34.334,     0.146
      864.,        0.0000001959,        0.0000008041,    34.288,     0.146
      865.,        0.0000001969,        0.0000008031,    34.243,     0.146
      866.,        0.0000001979,        0.0000008021,    34.197,     0.146
      867.,        0.0000001990,        0.0000008010,    34.151,     0.147
      868.,        0.0000002000,        0.0000008000,    34.104,     0.147
      869.,        0.0000002010,        0.0000007990,    34.058,     0.147
      870.,        0.0000002020,        0.0000007980,    34.011,     0.147
      871.,        0.0000002031,        0.0000007969,    33.965,     0.148
      872.,        0.0000002041,        0.0000007959,    33.918,     0.148
      873.,        0.0000002052,        0.0000007948,    33.871,     0.148
      874.,        0.0000002062,        0.0000007938,    33.824,     0.148
      875.,        0.0000002072,        0.0000007928,    33.777,     0.148
      876.,        0.0000002083,        0.0000007917,    33.730,     0.149
      877.,        0.0000002094,        0.0000007906,    33.682,     0.149
      878.,        0.0000002104,        0.0000007896,    33.635,     0.149
      879.,        0.0000002115,        0.0000007885,    33.587,     0.149
      880.,        0.0000002125,        0.0000007875,    33.539,     0.150
      881.,        0.0000002136,        0.0000007864,    33.492,     0.150
      882.,        0.0000002147,        0.0000007853,    33.444,     0.150
      883.,        0.0000002158,        0.0000007842,    33.395,     0.150
      884.,        0.0000002168,        0.0000007832,    33.347,     0.150
      885.,        0.0000002179,        0.0000007821,    33.299,     0.151
      886.,        0.0000002190,        0.0000007810,    33.250,     0.151
      887.,        0.0000002201,        0.0000007799,    33.201,     0.151
      888.,        0.0000002212,        0.0000007788,    33.153,     0.151
      889.,        0.0000002223,        0.0000007777,    33.104,     0.152
      890.,        0.0000002234,        0.0000007766,    33.055,     0.152
      891.,        0.0000002245,        0.0000007755,    33.005,     0.152
      892.,        0.0000002256,        0.0000007744,    32.956,     0.152
      893.,        0.0000002267,        0.0000007733,    32.907,     0.152
      894.,        0.0000002278,        0.0000007722,    32.857,     0.153
      895.,        0.0000002289,        0.0000007711,    32.807,     0.153
      896.,        0.0000002300,        0.0000007700,    32.757,     0.153
      897.,        0.0000002312,        0.0000007688,    32.707,     0.153
      898.,        0.0000002323,        0.0000007677,    32.657,     0.153
      899.,        0.0000002334,        0.0000007666,    32.607,     0.153
      900.,        0.0000002346,        0.0000007654,    32.557,     0.154
      901.,        0.0000002357,        0.0000007643,    32.506,     0.154
      902.,        0.0000002368,        0.0000007632,    32.456,     0.154
      903.,        0.0000002380,        0.0000007620,    32.405,     0.154
      904.,        0.0000002391,        0.0000007609,    32.354,     0.154
      905.,        0.0000002403,        0.0000007597,    32.303,     0.155
      906.,        0.0000002414,        0.0000007586,    32.252,     0.155
      907.,        0.0000002426,        0.0000007574,    32.201,     0.155
      908.,        0.0000002437,        0.0000007563,    32.150,     0.155
      909.,        0.0000002449,        0.0000007551,    32.098,     0.155
      910.,        0.0000002460,        0.0000007540,    32.047,     0.155
      911.,        0.0000002472,        0.0000007528,    31.995,     0.156
      912.,        0.0000002484,        0.0000007516,    31.943,     0.156
      913.,        0.0000002496,        0.0000007504,    31.891,     0.156
      914.,        0.0000002507,        0.0000007493,    31.839,     0.156
      915.,        0.0000002519,        0.0000007481,    31.787,     0.156
      916.,        0.0000002531,        0.0000007469,    31.734,     0.156
      917.,        0.0000002543,        0.0000007457,    31.682,     0.156
      918.,        0.0000002555,        0.0000007445,    31.629,     0.157
      919.,        0.0000002567,        0.0000007433,    31.577,     0.157
      920.,        0.0000002579,        0.0000007421,    31.524,     0.157
